UKPRN,Provider Name,Provider Type,Completions 13/14,Bottom Quintile 13/14,Second Quintile 13/14,Third Quintile 13/14,Fourth Quintile 13/14,Top Quintile 13/14,Completions 14/15,Bottom Quintile 14/15,Second Quintile 14/15,Third Quintile 14/15,Fourth Quintile 14/15,Top Quintile 14/15,Completions 15/16,Bottom Quintile 15/16,Second Quintile 15/16,Third Quintile 15/16,Fourth Quintile 15/16,Top Quintile 15/16
10008935,LEARNING CURVE (JAA) LIMITED,Private Sector Public Funded,1210,14,60,0,15,11,690,35,40,0,0,25,1530,8,23,31,14,24
10032740,LEARNING SKILLS PARTNERSHIP LTD,Private Sector Public Funded,20,100,0,0,0,0,30,0,0,0,0,100,150,0,21,0,0,79
10024962,LEEDS CITY COLLEGE,General FE College incl Tertiary,17350,12,37,13,26,12,15720,15,25,15,16,29,10710,17,9,11,22,40
10003853,LEEDS CITY COUNCIL,Other Public Funded,20,100,0,0,0,0,60,100,0,0,0,0,10,0,0,0,100,0
10003854,LEEDS COLLEGE OF ART,Other Public Funded,90,0,0,0,0,100,60,25,0,0,0,75,70,0,0,48,0,52
10003855,LEEDS COLLEGE OF BUILDING,General FE College incl Tertiary,1880,7,2,51,30,10,1510,5,14,22,13,47,1320,1,38,22,30,8
10003866,LEICESTER CITY COUNCIL,Other Public Funded,1900,18,64,1,5,12,1370,51,34,5,3,8,1300,20,14,50,1,15
10003867,LEICESTER COLLEGE,General FE College incl Tertiary,15590,12,21,26,38,2,10790,13,22,38,18,9,8270,5,21,22,38,14
10003872,LEICESTERSHIRE COUNTY COUNCIL,Other Public Funded,2460,0,0,53,28,19,2000,1,1,38,3,57,1920,1,11,3,69,17
10003889,LESLIE FRANCES (HAIR FASHIONS) LIMITED,Private Sector Public Funded,90,0,0,0,0,100,80,46,25,0,0,29,80,0,0,0,84,16
10003895,LEWISHAM LONDON BOROUGH COUNCIL,Other Public Funded,1240,10,29,54,1,6,1360,45,36,17,0,3,1270,7,66,0,19,8
10003894,LEWISHAM SOUTHWARK COLLEGE,General FE College incl Tertiary,10850,9,37,27,23,4,9670,10,1,37,40,12,4880,19,23,45,12,1
10003899,LEYTON SIXTH FORM COLLEGE,Other,10,0,0,100,0,0,10,0,0,0,100,0,10,0,0,0,100,0
10003909,LIFESKILLS SOLUTIONS LIMITED,Private Sector Public Funded,200,13,13,0,67,7,370,0,0,19,33,49,360,20,50,8,0,23
10003915,LIFETIME TRAINING GROUP LIMITED,Private Sector Public Funded,6550,1,49,29,5,16,8440,0,0,61,29,9,10050,0,13,59,10,18
10034315,LIGA (UK) LTD,Private Sector Public Funded,x,x,x,x,x,x,40,76,0,0,0,24,110,27,0,54,0,19
10003928,LINCOLN COLLEGE,General FE College incl Tertiary,5510,14,6,22,11,47,5020,8,21,21,27,23,3020,5,16,25,22,32
10003932,LINCOLNSHIRE COUNTY COUNCIL,Other Public Funded,570,70,0,23,7,0,770,65,31,4,0,0,220,31,46,0,0,24
10003940,LINKAGE COMMUNITY TRUST,Private Sector Public Funded,20,100,0,0,0,0,10,100,0,0,0,0,x,x,x,x,x,x
10032250,LIONHEART IN THE COMMUNITY LIMITED,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,490,15,0,74,10,0
10008354,LITE (STOCKPORT) LIMITED,Private Sector Public Funded,60,0,0,0,39,61,60,0,42,0,0,58,70,0,72,0,0,28
10030252,LIVERPOOL CHAMBER TRAINING LTD,Private Sector Public Funded,180,52,12,0,0,36,240,34,42,0,0,24,230,0,42,4,10,44
10003954,LIVERPOOL CITY COUNCIL,Other Public Funded,1850,63,11,4,2,21,1540,69,3,8,0,20,1220,67,21,1,9,2
10003976,LOCOMOTIVATION LTD.,Private Sector Public Funded,560,5,59,2,11,23,590,29,0,9,57,5,440,28,57,3,0,11
10022998,LONDON BOROUGH OF SUTTON (ORCHARD HILL COLLEGE),Other Public Funded,230,100,0,0,0,0,190,100,0,0,0,0,170,100,0,0,0,0
10006444,LONDON BOROUGH OF SUTTON (SCOLA),Other Public Funded,2600,8,27,25,40,0,1830,3,35,1,37,23,1610,17,23,0,57,3
10004032,LONDON ELECTRONICS COLLEGE LIMITED,Private Sector Public Funded,60,17,48,17,0,17,30,100,0,0,0,0,200,63,11,0,0,26
10021684,LONDON LEARNING CONSORTIUM COMMUNITY INTEREST COMPANY,Private Sector Public Funded,1690,48,33,1,3,15,1770,12,16,37,23,11,2140,59,5,0,28,8
10022507,LONDON SKILLS & DEVELOPMENT NETWORK LIMITED,Private Sector Public Funded,880,50,13,5,14,19,1030,59,18,23,0,0,740,58,12,16,11,3
10024404,LONDON VESTA COLLEGE LIMITED,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10004088,LONG ROAD SIXTH FORM COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10008655,LONGLEY PARK SIXTH FORM COLLEGE,Other,20,0,100,0,0,0,20,0,0,0,0,100,20,0,0,0,0,100
10012477,LOOKFANTASTIC TRAINING LIMITED,Private Sector Public Funded,430,32,0,0,21,46,350,30,10,16,14,30,230,11,9,42,13,26
10004108,LORETO COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10004112,LOUGHBOROUGH COLLEGE,General FE College incl Tertiary,4150,1,2,2,11,84,3200,2,4,12,19,63,2130,1,13,3,25,58
10004116,LOWESTOFT COLLEGE,General FE College incl Tertiary,1040,7,18,18,23,34,730,18,26,5,26,24,710,20,19,20,12,29
10029916,LOWESTOFT SIXTH FORM COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10004124,LUTON BOROUGH COUNCIL,Other Public Funded,840,41,33,3,6,15,670,57,14,4,16,9,720,44,32,10,0,14
10004125,LUTON SIXTH FORM COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10004440,M I T SKILLS LIMITED,Private Sector Public Funded,620,70,3,0,12,15,530,25,45,0,0,30,600,14,31,0,19,36
10004144,MACCLESFIELD COLLEGE,General FE College incl Tertiary,1000,1,36,25,19,19,870,5,15,23,28,29,740,8,32,13,5,42
10009491,MAINSTREAM TRAINING LIMITED,Private Sector Public Funded,910,3,1,10,0,85,790,4,1,12,0,83,560,6,0,81,12,2
10004169,MANAGEMENT AND PERSONNEL SERVICES LIMITED,Private Sector Public Funded,60,0,0,17,51,32,.,.,.,.,.,.,.,.,.,.,.,.
10004175,MANCHESTER CITY COUNCIL,Other Public Funded,3440,12,66,0,12,10,2940,20,25,3,32,20,2480,5,76,4,0,16
10023139,"MANCHESTER COLLEGE, THE",General FE College incl Tertiary,10180,21,21,23,24,11,9110,17,24,30,21,9,7280,9,15,52,12,13
10004192,MANOR TRAINING AND RESOURCE CENTRE LIMITED,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,.,.,.,.,.,.
10004181,MANTRA LEARNING LIMITED,Private Sector Public Funded,1040,11,6,1,0,82,1200,22,0,10,2,65,1260,4,3,3,3,88
10005926,MARDELL ASSOCIATES LIMITED,Private Sector Public Funded,1430,74,1,1,16,9,1320,58,25,0,11,6,740,37,20,7,7,29
10003748,MARITIME + ENGINEERING COLLEGE NORTH WEST,Private Sector Public Funded,130,23,20,32,11,14,140,85,0,0,0,15,80,52,0,0,0,48
10026001,MARKET DRIVEN TRAINING LIMITED,Private Sector Public Funded,500,11,75,0,11,3,310,44,0,23,26,7,160,29,15,56,0,0
10024124,MARR CORPORATION LIMITED,Private Sector Public Funded,750,0,0,57,1,41,1860,2,17,0,39,42,2720,1,0,59,0,40
10004223,MARSON GARAGES (WOLSTANTON) LIMITED,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,x,x,x,x,x,x
10000994,MARTINEX LIMITED,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,.,.,.,.,.,.
10007875,MARY WARD SETTLEMENT,Special Colleges,3500,1,17,78,0,4,3850,1,1,82,1,16,3830,1,15,67,3,15
10004240,MATRIX TRAINING AND DEVELOPMENT LIMITED,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,30,55,0,0,0,45
10004257,MCARTHUR DEAN TRAINING LIMITED,Private Sector Public Funded,340,31,11,9,14,35,320,13,12,9,38,28,280,0,0,0,13,87
10013073,MCDONALD'S RESTAURANTS LIMITED,Private Sector Public Funded,850,0,0,0,96,4,850,0,0,0,95,5,250,0,0,0,93,7
10004264,MEADOWHALL CENTRE (1999) LIMITED,Private Sector Public Funded,550,0,33,33,0,34,.,.,.,.,.,.,.,.,.,.,.,.
10010905,MEADOWHALL TRAINING LIMITED,Private Sector Public Funded,.,.,.,.,.,.,510,40,0,54,0,6,410,0,66,3,22,10
10028909,MEDI PROSPECTS LTD,Private Sector Public Funded,.,.,.,.,.,.,240,88,0,0,0,13,270,100,0,0,0,0
10004285,MEDWAY COUNCIL,Other Public Funded,1290,6,27,28,38,1,1050,21,29,2,33,15,1010,31,12,4,12,41
10022856,MERCEDES-BENZ UK LIMITED,Private Sector Public Funded,220,0,56,44,0,0,250,56,44,0,0,0,240,51,0,0,0,49
10004303,MERCIA PARTNERSHIP (UK) LTD,Private Sector Public Funded,390,22,69,0,4,5,270,63,33,0,0,4,270,56,5,7,9,23
10003996,MERTON BOROUGH COUNCIL,Other Public Funded,1160,45,25,24,1,5,880,13,57,0,8,22,630,58,29,13,0,0
10004319,METSKILL LIMITED,Private Sector Public Funded,210,11,0,32,0,57,570,30,7,50,0,13,430,4,86,0,0,10
10018328,MI COMPUTSOLUTIONS INCORPORATED,Private Sector Public Funded,860,30,17,6,28,20,610,26,43,30,0,0,590,59,30,2,9,0
10011242,MIC SKILLS & EMPLOYABILITY LTD,Private Sector Public Funded,260,82,0,0,14,4,.,.,.,.,.,.,.,.,.,.,.,.
10014196,MICHAEL JOHN HEATH,Private Sector Public Funded,160,81,0,0,0,19,160,58,0,8,34,0,130,73,0,0,0,27
10007002,MICHAEL JOHN TRAINING LIMITED,Private Sector Public Funded,350,29,0,0,26,45,590,13,0,34,0,53,850,27,34,13,10,16
10012892,MICHAEL MCCORMACK,Private Sector Public Funded,190,0,13,0,0,87,180,0,0,0,0,100,140,19,15,0,0,66
10004339,MID-CHESHIRE COLLEGE,General FE College incl Tertiary,1050,12,5,13,4,66,890,3,41,11,11,33,630,14,43,8,9,27
10004344,MIDDLESBROUGH COLLEGE,General FE College incl Tertiary,3470,68,4,17,5,6,3750,21,7,9,8,56,3690,18,22,6,23,30
10004343,MIDDLESBROUGH COUNCIL,Other Public Funded,1590,86,12,0,1,1,1060,94,1,1,3,0,720,48,11,37,0,4
10036176,MIDDLETONMURRAY LIMITED,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,30,0,0,100,0,0
10004340,MID-KENT COLLEGE,General FE College incl Tertiary,2260,14,20,4,33,30,1790,23,24,10,26,18,1100,22,10,23,17,28
10004355,MIDLAND GROUP TRAINING SERVICES LIMITED,Private Sector Public Funded,130,21,8,0,41,30,130,15,0,0,74,11,140,0,0,0,71,29
10004819,MIDLANDS TRAINING AND DEVELOPMENT LIMITED,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10020990,MIDSTREAM (WEST LANCS) LIMITED,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10005264,MILLBROOK MANAGEMENT SERVICES LIMITED,Private Sector Public Funded,180,19,0,0,27,55,130,0,0,0,0,100,140,0,0,43,0,57
10027518,MILLENNIUM ACADEMY LTD,Private Sector Public Funded,.,.,.,.,.,.,50,0,45,55,0,0,220,0,18,0,82,0
10004374,MILTON KEYNES CHRISTIAN FOUNDATION LIMITED,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,x,x,x,x,x,x
10004375,MILTON KEYNES COLLEGE,General FE College incl Tertiary,4030,7,15,14,28,37,3550,11,18,34,16,21,3130,4,52,1,31,12
10004376,MILTON KEYNES COUNCIL,Other Public Funded,770,21,1,25,17,36,670,47,7,13,16,17,510,23,3,53,0,22
10023999,MITIE GROUP PLC,Private Sector Public Funded,990,0,0,0,0,100,640,0,0,0,5,95,560,5,0,0,19,76
10004404,MOBILE CARE QUALIFICATIONS LIMITED,Private Sector Public Funded,300,0,78,0,7,15,390,5,0,0,59,36,360,0,12,0,79,9
10044729,MOMENTUM TRAINING AND CONSULTANCY LTD,Private Sector Public Funded,.,.,.,.,.,.,50,54,0,46,0,0,30,100,0,0,0,0
10004432,MORLEY COLLEGE LIMITED,Special Colleges,8410,1,0,3,0,95,8630,1,0,1,91,7,8260,2,0,0,12,85
10004434,MORTHYNG GROUP LIMITED,Private Sector Public Funded,x,x,x,x,x,x,20,55,0,45,0,0,40,46,0,0,54,0
10004436,MORTIMORE ENTERPRISES LIMITED,Private Sector Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10004442,MOULTON COLLEGE,Special Colleges,1330,2,22,18,15,44,930,6,8,23,37,27,850,8,41,0,30,21
10023896,MPOWER TRAINING SOLUTIONS LTD,Private Sector Public Funded,x,x,x,x,x,x,30,100,0,0,0,0,230,43,38,0,0,19
10004478,MYERSCOUGH COLLEGE,Special Colleges,740,10,11,31,0,48,580,9,18,37,36,0,710,5,3,44,0,49
10004484,N & B TRAINING COMPANY LIMITED,Private Sector Public Funded,x,x,x,x,x,x,60,0,0,0,32,68,260,0,14,0,23,64
10013112,N.T.S. LIMITED,Private Sector Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,.,.,.,.,.,.
10004486,NACRO,Private Sector Public Funded,640,95,5,0,0,0,910,97,0,0,2,1,1020,21,37,11,21,10
10012810,NASH COLLEGE,Other Public Funded,40,100,0,0,0,0,20,100,0,0,0,0,20,100,0,0,0,0
10004499,NATIONAL BUSINESS COLLEGE LIMITED,Private Sector Public Funded,120,0,0,66,0,34,120,0,0,29,0,71,110,71,0,0,0,29
10004512,NATIONAL GRID PLC,Private Sector Public Funded,20,0,0,0,0,100,.,.,.,.,.,.,x,x,x,x,x,x
10004527,NATIONAL STAR COLLEGE,Private Sector Public Funded,30,100,0,0,0,0,60,100,0,0,0,0,40,100,0,0,0,0
10004530,NATIONAL TYRE SERVICE LIMITED,Private Sector Public Funded,10,100,0,0,0,0,20,100,0,0,0,0,10,100,0,0,0,0
10004599,NCG,General FE College incl Tertiary,20540,31,20,33,15,1,18640,20,21,26,28,5,4510,24,36,34,0,6
10004552,NELSON AND COLNE COLLEGE,General FE College incl Tertiary,1500,9,37,27,22,5,1460,51,13,3,19,14,1100,35,33,22,0,10
10026072,NESTOR PRIMECARE SERVICES LIMITED,Private Sector Public Funded,310,0,0,5,73,22,270,0,0,5,0,95,170,61,0,39,0,0
10004558,NETA TRAINING TRUST,Private Sector Public Funded,730,90,0,2,2,6,90,74,0,0,0,26,90,88,0,0,0,13
10013544,NETWORK RAIL INFRASTRUCTURE LIMITED,Private Sector Public Funded,220,0,0,0,0,100,x,x,x,x,x,x,.,.,.,.,.,.
10004576,NEW COLLEGE DURHAM,General FE College incl Tertiary,3080,33,36,13,2,17,2470,23,54,6,10,7,2220,34,20,27,15,4
10004577,NEW COLLEGE NOTTINGHAM (NCN),General FE College incl Tertiary,8270,2,29,4,29,35,7170,10,5,31,23,32,5950,2,4,43,33,18
10004578,NEW COLLEGE PONTEFRACT,Other,x,x,x,x,x,x,.,.,.,.,.,.,x,x,x,x,x,x
10006303,NEW COLLEGE STAMFORD,General FE College incl Tertiary,2490,1,17,0,66,16,1790,13,9,5,41,31,1330,6,11,13,17,54
10004579,NEW COLLEGE SWINDON,General FE College incl Tertiary,4280,5,13,16,27,39,3440,9,34,11,33,13,2750,39,2,19,23,17
10004580,NEW COLLEGE TELFORD,Other,20,0,0,0,52,48,40,0,0,0,28,72,70,82,0,0,18,0
10005494,NEW COLLEGE WORCESTER (ISP),Other Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10004596,NEWBURY COLLEGE,General FE College incl Tertiary,1770,5,28,19,1,46,1540,0,6,19,51,24,1340,0,22,33,9,37
10053962,NEWCASTLE COLLEGE,General FE College incl Tertiary,.,.,.,.,.,.,.,.,.,.,.,.,5460,24,10,18,16,32
10053963,NEWCASTLE SIXTH FORM COLLEGE,General FE College incl Tertiary,.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,x,x,x
10004601,NEWCASTLE UPON TYNE CITY COUNCIL,Other Public Funded,2940,30,2,44,18,7,2110,5,25,56,14,1,1990,5,10,66,2,18
10004603,NEWCASTLE-UNDER-LYME COLLEGE (NULC),General FE College incl Tertiary,3050,2,16,30,36,16,2820,7,16,20,12,45,2580,13,2,8,22,55
10004607,NEWHAM COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,11760,40,24,0,34,1,8920,20,33,3,39,5,7170,23,48,26,0,2
10003997,NEWHAM LONDON BOROUGH COUNCIL,Other Public Funded,2940,93,3,0,0,3,2830,81,8,8,2,1,2670,61,38,0,0,1
10004608,NEWHAM SIXTH FORM COLLEGE,Other,50,0,0,0,0,100,50,0,0,0,0,100,30,0,0,0,100,0
10004609,NEWHAM TRAINING AND EDUCATION CENTRE,Private Sector Public Funded,x,x,x,x,x,x,20,0,0,0,100,0,x,x,x,x,x,x
10040519,NEXT GROUP PLC,Private Sector Public Funded,.,.,.,.,.,.,390,0,96,0,0,4,480,11,0,0,86,3
10004632,NHTA LIMITED,Private Sector Public Funded,90,52,0,0,0,48,70,52,0,0,0,48,70,33,0,27,0,39
10004645,NLT TRAINING SERVICES LIMITED,Private Sector Public Funded,100,41,0,0,0,59,80,0,30,49,0,21,80,0,0,0,78,22
10004657,NORFOLK COUNTY COUNCIL,Other Public Funded,3580,0,41,15,33,11,2350,11,52,19,6,12,1970,0,30,23,36,10
10004663,NORFOLK TRAINING SERVICES LIMITED,Private Sector Public Funded,440,39,38,0,4,19,370,51,35,0,14,0,250,45,0,24,0,32
10004665,NORMAN MACKIE & ASSOCIATES LIMITED,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10004542,"NORTH EAST CHAMBER OF COMMERCE, TRADE AND INDUSTRY",Private Sector Public Funded,820,33,0,6,42,19,620,17,4,22,5,51,500,16,0,5,28,51
10004547,NORTH EAST EMPLOYMENT & TRAINING AGENCY LTD,Private Sector Public Funded,230,100,0,0,0,0,180,78,11,0,0,10,160,92,8,0,0,0
10004684,NORTH EAST LINCOLNSHIRE COUNCIL,Other Public Funded,790,70,2,0,13,15,650,64,21,9,2,5,470,55,32,5,0,8
10004686,NORTH EAST SURREY COLLEGE OF TECHNOLOGY (NESCOT),General FE College incl Tertiary,3500,4,16,68,6,6,3290,3,12,7,48,30,3010,20,15,51,5,9
10004690,NORTH HERTFORDSHIRE COLLEGE,General FE College incl Tertiary,7740,15,6,3,33,43,5210,8,6,19,15,52,3630,17,25,13,23,22
10004721,NORTH KENT COLLEGE,General FE College incl Tertiary,1070,20,23,9,38,10,810,18,5,21,49,8,950,17,10,23,3,48
10004692,NORTH LANCS. TRAINING GROUP LIMITED(THE),Private Sector Public Funded,1900,23,39,18,5,16,1880,29,34,9,27,1,1770,14,25,39,13,9
10004694,NORTH LINCOLNSHIRE COUNCIL,Other Public Funded,900,2,0,28,39,31,1020,6,0,3,36,54,750,13,25,8,42,12
10004695,NORTH LINDSEY COLLEGE,General FE College incl Tertiary,1790,20,24,20,21,15,1850,13,20,33,16,17,1410,6,26,12,4,52
10020981,NORTH LIVERPOOL REGENERATION COMPANY LTD,Private Sector Public Funded,90,83,0,17,0,0,30,63,37,0,0,0,20,100,0,0,0,0
10004705,NORTH NOTTINGHAMSHIRE COLLEGE,General FE College incl Tertiary,1710,12,27,10,21,30,1630,6,16,8,27,44,2380,7,40,5,12,36
10007299,NORTH SHROPSHIRE COLLEGE,General FE College incl Tertiary,1810,7,4,25,21,43,1580,11,5,25,21,39,830,12,4,16,34,34
10004714,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,Other Public Funded,1700,36,54,1,1,8,1330,33,54,2,2,9,1370,47,39,3,8,3
10004718,NORTH WARWICKSHIRE AND HINCKLEY COLLEGE,General FE College incl Tertiary,6790,2,18,6,19,56,5240,1,6,6,14,73,4150,9,7,12,43,29
10004720,NORTH WEST COMMUNITY SERVICES TRAINING LTD,Private Sector Public Funded,230,28,0,12,36,24,210,0,10,0,11,79,190,5,15,26,43,10
10004723,NORTH WEST TRAINING COUNCIL,Private Sector Public Funded,380,3,11,45,0,41,170,0,0,57,33,10,90,0,13,87,0,0
10004727,NORTH YORKSHIRE COUNTY COUNCIL,Other Public Funded,1830,18,18,0,45,19,1370,24,21,1,37,17,1060,19,9,19,37,15
10007011,NORTHAMPTON COLLEGE,General FE College incl Tertiary,3660,7,4,31,18,41,3240,2,10,32,25,31,2640,1,6,50,19,24
10004733,NORTHAMPTONSHIRE COUNTY COUNCIL,Other Public Funded,70,0,56,25,0,18,90,89,0,0,0,11,200,0,63,6,22,9
10004643,NORTHAMPTONSHIRE INDUSTRIAL TRAINING ASSOCIATION LIMITED,Private Sector Public Funded,230,9,14,0,0,77,310,53,0,0,24,23,320,34,11,28,6,21
10004736,NORTHBROOK COLLEGE SUSSEX,General FE College incl Tertiary,4660,17,32,16,18,18,3540,7,23,27,23,21,2700,41,8,9,4,39
10013515,NORTHERN CARE TRAINING LIMITED,Private Sector Public Funded,480,62,32,0,6,0,500,14,40,20,7,19,610,76,3,4,2,15
10004739,NORTHERN COLLEGE FOR RESIDENTIAL ADULT EDUCATION LIMITED(THE),Special Colleges,1930,1,24,3,1,72,1490,24,2,58,6,10,1090,36,0,1,60,3
10032683,NORTHERN CONSTRUCTION TRAINING AND REGENERATION COMMUNITY INTEREST COMPANY,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,30,100,0,0,0,0
10009258,NORTHERN COUNTIES COLLEGE,Private Sector Public Funded,10,100,0,0,0,0,x,x,x,x,x,x,20,100,0,0,0,0
10004748,NORTHERN RACING COLLEGE,Private Sector Public Funded,100,19,0,0,48,33,60,0,0,75,25,0,60,19,27,0,0,54
10008816,NORTHERN SCHOOL OF CONTEMPORARY DANCE,Other Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10004760,NORTHUMBERLAND COLLEGE,General FE College incl Tertiary,2790,60,23,7,8,2,2910,55,15,12,14,4,2140,79,12,0,8,1
10004771,NORTON RADSTOCK COLLEGE,General FE College incl Tertiary,2880,10,10,54,12,15,2200,1,1,0,55,43,.,.,.,.,.,.
10004785,NOTRE DAME CATHOLIC SIXTH FORM COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10034240,NOTTINGHAM CITY TRANSPORT LIMITED,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,x,x,x
10004797,NOTTINGHAM TRENT UNIVERSITY,Other Public Funded,30,0,0,0,0,100,30,0,0,0,0,100,20,100,0,0,0,0
10004801,NOTTINGHAMSHIRE COUNTY COUNCIL,Other Public Funded,x,x,x,x,x,x,10,0,100,0,0,0,30,100,0,0,0,0
10004807,NOTTINGHAMSHIRE TRAINING NETWORK,Private Sector Public Funded,870,74,0,14,13,0,580,5,66,0,8,21,620,48,8,0,5,39
10004813,NOVA RECRUITMENT SERVICES LIMITED,Private Sector Public Funded,20,0,0,0,0,100,20,100,0,0,0,0,.,.,.,.,.,.
10004835,OAKLANDS COLLEGE,General FE College incl Tertiary,3670,10,7,32,34,17,2420,31,24,21,9,15,1680,7,33,24,17,19
10004840,OAKMERE COMMUNITY COLLEGE,Private Sector Public Funded,20,100,0,0,0,0,x,x,x,x,x,x,.,.,.,.,.,.
10004856,OLDHAM ENGINEERING GROUP TRAINING ASSOCIATION LIMITED (THE),Private Sector Public Funded,160,0,0,0,20,80,60,19,0,32,0,49,90,11,0,0,0,89
10004858,OLDHAM METROPOLITAN BOROUGH COUNCIL,Other Public Funded,2020,2,37,36,20,5,1780,28,43,0,11,19,1340,24,16,1,17,42
10004861,OLDHAM SIXTH FORM COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.,.,.
10004866,OMEGA TRAINING SERVICES LIMITED,Private Sector Public Funded,370,0,27,0,0,73,420,24,0,0,0,76,570,0,0,0,5,95
10030688,OPEN DOOR ADULT LEARNING CENTRE,Private Sector Public Funded,780,4,22,58,2,15,600,2,14,65,4,15,480,8,55,0,17,20
10037916,OPPORTUNITIES WORKSHOP LIMITED,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,70,85,15,0,0,0
10010572,OPTIONS 2 WORKPLACE LEARNING LTD,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,20,100,0,0,0,0
10004895,ORACLE TRAINING CONSULTANTS LIMITED,Private Sector Public Funded,110,71,0,0,0,29,110,55,0,0,30,14,100,27,28,0,34,10
10022439,OUTSOURCE VOCATIONAL LEARNING LIMITED,Private Sector Public Funded,1470,2,19,1,46,33,1090,0,0,0,28,72,870,20,13,15,42,10
10035095,OUTWOOD ACADEMY RIPON,Other Public Funded,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10004930,OXFORD BROOKES UNIVERSITY,Other Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,x,x,x
10004926,OXFORDSHIRE COUNTY COUNCIL,Other Public Funded,1600,12,5,62,13,7,1330,6,7,44,33,11,.,.,.,.,.,.
10011880,P.T.P. TRAINING LIMITED,Private Sector Public Funded,1350,11,4,16,40,30,1520,14,9,4,11,62,1150,19,12,14,38,17
10004969,PALMER'S COLLEGE,Other,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10004977,PARAGON EDUCATION & SKILLS LIMITED,Private Sector Public Funded,2960,6,25,32,21,16,2350,0,11,31,23,35,2440,0,15,24,31,31
10027893,PARTNERSHIP DEVELOPMENT SOLUTIONS LTD,Private Sector Public Funded,.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,x,x,x
10005001,PASTON SIXTH FORM COLLEGE,Other,10,0,0,0,0,100,x,x,x,x,x,x,x,x,x,x,x,x
10021793,PATHWAY FIRST LIMITED,Private Sector Public Funded,20,100,0,0,0,0,90,61,14,0,0,25,370,92,0,8,0,0
10005017,PDM TRAINING & CONSULTANCY LIMITED,Private Sector Public Funded,2570,16,36,14,1,33,1110,3,57,24,0,17,670,1,54,4,0,40
10011881,PEARSON PLC,Private Sector Public Funded,10,100,0,0,0,0,10,0,0,0,0,100,30,0,100,0,0,0
10012806,PENGWERN COLLEGE,Other Public Funded,.,.,.,.,.,.,x,x,x,x,x,x,x,x,x,x,x,x
10005036,PENNINE CAMPHILL COMMUNITY,Private Sector Public Funded,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10020395,PEOPLE AND BUSINESS DEVELOPMENT LTD,Private Sector Public Funded,180,0,50,0,22,27,150,20,0,0,54,27,160,39,0,0,33,29
10036431,PEOPLEPLUS GROUP LIMITED,Private Sector Public Funded,5330,26,0,24,49,1,5200,91,0,8,0,1,6200,21,27,45,1,6
10038913,PERA TRAINING LIMITED,Private Sector Public Funded,2010,0,1,3,22,74,840,7,3,72,0,18,2510,0,0,1,81,18
10005064,PETA LIMITED,Private Sector Public Funded,230,25,0,25,9,41,150,0,10,0,33,57,220,21,0,25,44,10
10005072,PETER SYMONDS COLLEGE,Other,410,23,11,6,21,38,380,0,20,11,32,37,330,7,11,0,38,44
10005074,PETERBOROUGH CITY COUNCIL,Other Public Funded,1580,5,21,7,0,68,1320,22,17,1,2,58,970,2,21,1,31,45
